년도,부류,부류 상세,도매시장,공판장,물량,금액,단위
"2012","청과(친환경)","채소","창원팔용","창원청과(구,경남청과)","50","37",톤, 백만원
"2012","청과(친환경)","채소","창원팔용","농협창원(공)","460","1108",톤, 백만원
"2012","청과(친환경)","채소","창원내서","마산청과","293","831",톤, 백만원
"2012","청과(친환경)","채소","창원내서","창원원협(공)","272","976",톤, 백만원
"2012","청과(친환경)","채소","진 주","진주중앙청과","338","695",톤, 백만원
"2012","청과(친환경)","채소","진 주","진주농협(공)","746","1991",톤, 백만원
"2012","청과(친환경)","과일","서울가락","서울청과","10283","33749",톤, 백만원
"2012","청과(친환경)","과일","서울가락","중앙청과","10521","35741",톤, 백만원
"2012","청과(친환경)","과일","서울가락","동부팜청과(구,동화청과)","1469","4555",톤, 백만원
"2012","청과(친환경)","과일","서울가락","한국청과","1718","6110",톤, 백만원
"2012","청과(친환경)","과일","서울가락","대아청과","0","0",톤, 백만원
"2012","청과(친환경)","과일","서울가락","농협가락(공)","6414","19834",톤, 백만원
"2012","청과(친환경)","과일","서울가락","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","과일","서울강서","서부청과","1244","3538",톤, 백만원
"2012","청과(친환경)","과일","서울강서","강서청과","1116","3960",톤, 백만원
"2012","청과(친환경)","과일","서울강서","농협강서(공)","842","2368",톤, 백만원
"2012","청과(친환경)","과일","서울강서","시장도매인","3883","10209",톤, 백만원
"2012","청과(친환경)","과일","부산엄궁","부산청과","93","385",톤, 백만원
"2012","청과(친환경)","과일","부산엄궁","항도청과","59","177",톤, 백만원
"2012","청과(친환경)","과일","부산엄궁","농협부산(공)","41","216",톤, 백만원
"2012","청과(친환경)","과일","부산엄궁","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","과일","부산반여","동부청과","2016","3145",톤, 백만원
"2012","청과(친환경)","과일","부산반여","부산중앙청과","2834","2771",톤, 백만원
"2012","청과(친환경)","과일","부산반여","농협반여(공)","453","1421",톤, 백만원
"2012","청과(친환경)","과일","부산반여","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","과일","대구북부","대구중앙청과","1248","4166",톤, 백만원
"2012","청과(친환경)","과일","대구북부","효성청과","109","420",톤, 백만원
"2012","청과(친환경)","과일","대구북부","대양청과","1686","4458",톤, 백만원
"2012","청과(친환경)","과일","대구북부","농협북대구(공)","591","1707",톤, 백만원
"2012","청과(친환경)","과일","대구북부","대구경북원협(공)","64","1",톤, 백만원
"2012","청과","과일","순 천","남도청과","7772","18287",톤, 백만원
"2012","청과","과일","순 천","남일청과","5137","11877",톤, 백만원
"2012","청과","과일","순 천","순천원협(공)","8372","17978",톤, 백만원
"2012","청과","과일","포 항","포항청과","8177","19001",톤, 백만원
"2012","청과","과일","포 항","경북능금원협(공)","3452","6802",톤, 백만원
"2012","청과","과일","포 항","포항농협(공)","5069","12302",톤, 백만원
"2012","청과","과일","안 동","안동청과","32395","80461",톤, 백만원
"2012","청과","과일","안 동","안동농협(공)","32604","78886",톤, 백만원
"2012","청과","과일","구 미","구미중앙청과","4049","8742",톤, 백만원
"2012","청과","과일","구 미","구미농협(공)","5016","10942",톤, 백만원
"2012","청과","과일","창원팔용","창원청과(구,경남청과)","7649","23702",톤, 백만원
"2012","청과","과일","창원팔용","농협창원(공)","10548","17242",톤, 백만원
"2012","청과","과일","창원내서","마산청과","9343","22743",톤, 백만원
"2012","청과","과일","창원내서","창원원협(공)","8261","18178",톤, 백만원
"2012","청과","과일","진 주","진주중앙청과","7897","18814",톤, 백만원
"2012","청과","과일","진 주","진주농협(공)","17149","41447",톤, 백만원
"2012","청과(친환경)","채소","서울가락","서울청과","19777","61247",톤, 백만원
"2012","청과(친환경)","채소","서울가락","중앙청과","25024","75617",톤, 백만원
"2012","청과(친환경)","채소","서울가락","동부팜청과(구,동화청과)","21168","50852",톤, 백만원
"2012","청과(친환경)","채소","서울가락","한국청과","17527","40245",톤, 백만원
"2012","청과(친환경)","채소","서울가락","대아청과","588","304",톤, 백만원
"2012","청과(친환경)","채소","서울가락","농협가락(공)","15367","37385",톤, 백만원
"2012","청과(친환경)","채소","서울가락","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","채소","서울강서","서부청과","1494","6215",톤, 백만원
"2012","청과(친환경)","채소","서울강서","강서청과","3489","6198",톤, 백만원
"2012","청과(친환경)","채소","서울강서","농협강서(공)","3694","8787",톤, 백만원
"2012","청과(친환경)","채소","서울강서","시장도매인","5900","15891",톤, 백만원
"2012","청과(친환경)","채소","부산엄궁","부산청과","701","1405",톤, 백만원
"2012","청과(친환경)","채소","부산엄궁","항도청과","2863","6324",톤, 백만원
"2012","청과(친환경)","채소","부산엄궁","농협부산(공)","2675","5995",톤, 백만원
"2012","청과(친환경)","채소","부산엄궁","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","채소","부산반여","동부청과","3616","4752",톤, 백만원
"2012","청과(친환경)","채소","부산반여","부산중앙청과","2213","2123",톤, 백만원
"2012","청과(친환경)","채소","부산반여","농협반여(공)","2906","8860",톤, 백만원
"2012","청과(친환경)","채소","부산반여","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","채소","대구북부","대구중앙청과","5769","14199",톤, 백만원
"2012","청과(친환경)","채소","대구북부","효성청과","6484","16897",톤, 백만원
"2012","청과(친환경)","채소","대구북부","대양청과","4389","10933",톤, 백만원
"2012","청과(친환경)","채소","대구북부","농협북대구(공)","5244","12871",톤, 백만원
"2012","청과(친환경)","채소","대구북부","대구경북원협(공)","111","254",톤, 백만원
"2012","청과(친환경)","채소","대구북부","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","채소","인천구월","인천농산","3048","7664",톤, 백만원
"2012","청과(친환경)","채소","인천구월","대인농산","2289","4958",톤, 백만원
"2012","청과(친환경)","채소","인천구월","덕풍청과","437","1149",톤, 백만원
"2012","청과(친환경)","채소","인천구월","인천구월(공)","1709","3432",톤, 백만원
"2012","청과(친환경)","채소","인천삼산","부평농산","908","2009",톤, 백만원
"2012","청과(친환경)","채소","인천삼산","경인농산","700","1704",톤, 백만원
"2012","청과(친환경)","채소","인천삼산","인천삼산(공)","2500","5071",톤, 백만원
"2012","청과(친환경)","채소","광주각화","광주청과","1066","3106",톤, 백만원
"2012","청과(친환경)","채소","광주각화","광주중앙청과","2435","5062",톤, 백만원
"2012","청과(친환경)","채소","광주각화","광주원협(공)","128","527",톤, 백만원
"2012","청과(친환경)","채소","광주서부","두레청과","2177","7238",톤, 백만원
"2012","청과(친환경)","채소","광주서부","호남청과1)","1501","3783",톤, 백만원
"2012","청과(친환경)","채소","광주서부","농협광주(공)","460","1517",톤, 백만원
"2012","청과(친환경)","채소","대전오정","대전청과","1416","3448",톤, 백만원
"2012","청과(친환경)","채소","대전오정","농협대전(공)","824","2748",톤, 백만원
"2012","청과(친환경)","채소","대전노은","대전중앙청과2)","1785","4626",톤, 백만원
"2012","청과(친환경)","채소","대전노은","대전원협(공)","900","2376",톤, 백만원
"2012","청과(친환경)","채소","울 산","울산중앙청과","0","0",톤, 백만원
"2012","청과(친환경)","채소","울 산","울산배원협(공)","580","2302",톤, 백만원
"2012","청과(친환경)","채소","수 원","수원청과","1344","3180",톤, 백만원
"2012","청과(친환경)","채소","수 원","경기청과","5199","5998",톤, 백만원
"2012","청과(친환경)","채소","수 원","수 원 원 협(공)","342","999",톤, 백만원
"2012","청과(친환경)","채소","안 양","태원","491","1264",톤, 백만원
"2012","청과","채소","전 주","전주청과","19788","28111",톤, 백만원
"2012","청과","채소","전 주","전주원협(공)","30508","40424",톤, 백만원
"2012","청과","채소","익 산","이리청과","5109","5013",톤, 백만원
"2012","청과","채소","익 산","익산원협(공)","26141","34590",톤, 백만원
"2012","청과","채소","정 읍","정일청과","8850","11286",톤, 백만원
"2012","청과","채소","정 읍","정읍원협(공)","3287","4722",톤, 백만원
"2012","청과","채소","순 천","남도청과","23681","27841",톤, 백만원
"2012","청과","채소","순 천","남일청과","2322","4725",톤, 백만원
"2012","청과","채소","순 천","순천원협(공)","28861","32401",톤, 백만원
"2012","청과","채소","포 항","포항청과","4060","9633",톤, 백만원
"2012","청과","채소","포 항","경북능금원협(공)","2614","5778",톤, 백만원
"2012","청과","채소","포 항","포항농협(공)","1832","3430",톤, 백만원
"2012","청과","채소","안 동","안동청과","5247","7189",톤, 백만원
"2012","청과","채소","안 동","안동농협(공)","8560","12642",톤, 백만원
"2012","청과","채소","구 미","구미중앙청과","4565","6522",톤, 백만원
"2012","청과","채소","구 미","구미농협(공)","7000","10005",톤, 백만원
"2012","청과","채소","창원팔용","창원청과(구,경남청과)","11377","14437",톤, 백만원
"2012","청과","채소","창원팔용","농협창원(공)","19807","29216",톤, 백만원
"2012","청과","채소","창원내서","마산청과","14941","20043",톤, 백만원
"2012","청과","채소","창원내서","창원원협(공)","31810","32162",톤, 백만원
"2012","청과","채소","진 주","진주중앙청과","7600","16640",톤, 백만원
"2012","청과","채소","진 주","진주농협(공)","25492","46053",톤, 백만원
"2012","청과","과일","서울가락","서울청과","92033","217880",톤, 백만원
"2012","청과","과일","서울가락","중앙청과","88754","217388",톤, 백만원
"2012","청과","과일","서울가락","동부팜청과(구,동화청과)","35873","76977",톤, 백만원
"2012","청과","과일","서울가락","한국청과","33579","71615",톤, 백만원
"2012","청과","과일","서울가락","대아청과","0","0",톤, 백만원
"2012","청과","과일","서울가락","농협가락(공)","65335","161624",톤, 백만원
"2012","청과","과일","서울가락","상장예외","8114","34219",톤, 백만원
"2012","청과","과일","서울강서","서부청과","19604","42137",톤, 백만원
"2012","청과","과일","서울강서","강서청과","8399","21382",톤, 백만원
"2012","청과","과일","서울강서","농협강서(공)","18921","41947",톤, 백만원
"2012","청과","과일","서울강서","시장도매인","112657","246897",톤, 백만원
"2012","청과","과일","부산엄궁","부산청과","17035","37310",톤, 백만원
"2012","청과","과일","부산엄궁","항도청과","18191","29130",톤, 백만원
"2012","청과","과일","부산엄궁","농협부산(공)","13955","38475",톤, 백만원
"2012","청과","과일","부산엄궁","상장예외","0","0",톤, 백만원
"2012","청과","과일","부산반여","동부청과","16399","37643",톤, 백만원
"2012","청과","과일","부산반여","부산중앙청과","18478","37367",톤, 백만원
"2012","청과","과일","부산반여","농협반여(공)","18753","42144",톤, 백만원
"2012","청과","과일","부산반여","상장예외","0","0",톤, 백만원
"2012","청과","과일","대구북부","대구중앙청과","22791","52501",톤, 백만원
"2012","청과","과일","대구북부","효성청과","10468","22211",톤, 백만원
"2012","청과","과일","대구북부","대양청과","8517","17431",톤, 백만원
"2012","청과","과일","대구북부","농협북대구(공)","15893","32548",톤, 백만원
"2012","청과","과일","대구북부","대구경북원협(공)","6382","15432",톤, 백만원
"2012","청과","과일","대구북부","상장예외","0","0",톤, 백만원
"2012","청과","과일","인천구월","인천농산","10928","23531",톤, 백만원
"2012","청과","과일","인천구월","대인농산","9767","20103",톤, 백만원
"2012","청과","과일","인천구월","덕풍청과","10703","24162",톤, 백만원
"2012","청과","과일","인천구월","인천구월(공)","10451","22056",톤, 백만원
"2012","청과","과일","인천삼산","부평농산","13501","31684",톤, 백만원
"2012","청과","과일","인천삼산","경인농산","11551","25400",톤, 백만원
"2012","청과","과일","인천삼산","인천삼산(공)","12678","27106",톤, 백만원
"2012","청과","과일","충 주","중원청과","2037","4413",톤, 백만원
"2012","청과","과일","충 주","충주원협충주(공)","8794","20806",톤, 백만원
"2012","청과","과일","천 안","천안청과","15711","37057",톤, 백만원
"2012","청과","과일","천 안","천안농협(공)","9851","22990",톤, 백만원
"2012","청과","과일","전 주","전주청과","8364","19929",톤, 백만원
"2012","청과","과일","전 주","전주원협(공)","11281","24769",톤, 백만원
"2012","청과","과일","익 산","이리청과","5013","10512",톤, 백만원
"2012","청과","과일","익 산","익산원협(공)","13962","33434",톤, 백만원
"2012","청과","과일","정 읍","정일청과","3772","7703",톤, 백만원
"2012","청과","과일","정 읍","정읍원협(공)","2390","4990",톤, 백만원
"2012","수산","수산","부산국제","(주)삼성아이에프엠","66969","78035",톤, 백만원
"2012","수산","수산","부산국제","(주)부산수산물(공)","44205","98628",톤, 백만원
"2012","수산","수산","부산국제","상장예외","87","485",톤, 백만원
"2012","수산","수산","대구북부","대구수산","2794","11504",톤, 백만원
"2012","수산","수산","대구북부","대구종합수산","5172","19730",톤, 백만원
"2012","수산","수산","대구북부","대구신화수산","4396","19027",톤, 백만원
"2012","수산","수산","광주서부","수협광주(공)","4566","26673",톤, 백만원
"2012","수산","수산","대전오정","대전수산","0","0",톤, 백만원
"2012","수산","수산","대전오정","한밭건해산물","0","0",톤, 백만원
"2012","수산","수산","대전오정","한밭수산","5880","28296",톤, 백만원
"2012","수산","수산","울 산","울산중앙수산","2244","9796",톤, 백만원
"2012","수산","수산","울 산","울산건해산물","414","4180",톤, 백만원
"2012","수산","수산","울 산","울산수협(공)","2987","13482",톤, 백만원
"2012","수산","수산","울 산","상장예외","67","877",톤, 백만원
"2012","수산","수산","수 원","수원수산","3256","12012",톤, 백만원
"2012","수산","수산","수 원","남부수협수원 (공)","6247","14758",톤, 백만원
"2012","수산","수산","안 양","안양평촌수산","8853","32292",톤, 백만원
"2012","수산","수산","안 양","상장예외","0","0",톤, 백만원
"2012","수산","수산","안 산","안산수산","3626","11358",톤, 백만원
"2012","수산","수산","안 산","상장예외","158","1074",톤, 백만원
"2012","수산","수산","구 리","강북수산","21983","60153",톤, 백만원
"2012","수산","수산","구 리","수협구리(공)","18112","71642",톤, 백만원
"2012","수산","수산","구 리","상장예외","792","7300",톤, 백만원
"2012","수산","수산","청 주","청주수산","1700","5030",톤, 백만원
"2012","수산","수산","충 주","중원수산","593","2444",톤, 백만원
"2012","수산","수산","전 주","전주수산","1122","4938",톤, 백만원
"2012","수산","수산","전 주","수협전주(공)","785","4720",톤, 백만원
"2012","수산","수산","익 산","이리수산","1213","4711",톤, 백만원
"2012","청과","채소","서울가락","서울청과","234887","448058",톤, 백만원
"2012","청과","채소","서울가락","중앙청과","235313","466564",톤, 백만원
"2012","청과","채소","서울가락","동부팜청과(구,동화청과)","293179","512229",톤, 백만원
"2012","청과","채소","서울가락","한국청과","360183","570305",톤, 백만원
"2012","청과","채소","서울가락","대아청과","422820","323218",톤, 백만원
"2012","청과","채소","서울가락","농협가락(공)","130206","276604",톤, 백만원
"2012","청과","채소","서울가락","상장예외","202509","465324",톤, 백만원
"2012","청과","채소","서울강서","서부청과","78963","98500",톤, 백만원
"2012","청과","채소","서울강서","강서청과","62061","70145",톤, 백만원
"2012","청과","채소","서울강서","농협강서(공)","78595","98954",톤, 백만원
"2012","청과","채소","서울강서","시장도매인","161602","278049",톤, 백만원
"2012","청과","채소","부산엄궁","부산청과","72305","66914",톤, 백만원
"2012","청과","채소","부산엄궁","항도청과","50280","76314",톤, 백만원
"2012","청과","채소","부산엄궁","농협부산(공)","54051","119363",톤, 백만원
"2012","청과","채소","부산엄궁","상장예외","140582","88247",톤, 백만원
"2012","청과","채소","부산반여","동부청과","41535","64565",톤, 백만원
"2012","청과","채소","부산반여","부산중앙청과","40111","66541",톤, 백만원
"2012","청과","채소","부산반여","농협반여(공)","53174","94849",톤, 백만원
"2012","청과","채소","부산반여","상장예외","36615","45741",톤, 백만원
"2012","청과","채소","대구북부","대구중앙청과","61118","117835",톤, 백만원
"2012","청과","채소","대구북부","효성청과","95107","128510",톤, 백만원
"2012","청과","채소","대구북부","대양청과","96441","120382",톤, 백만원
"2012","청과","채소","대구북부","농협북대구(공)","30690","60264",톤, 백만원
"2012","청과","채소","대구북부","대구경북원협(공)","44735","37766",톤, 백만원
"2012","청과","채소","대구북부","상장예외","89422","71718",톤, 백만원
"2012","청과","채소","인천구월","인천농산","60202","78072",톤, 백만원
"2012","청과","채소","인천구월","대인농산","40842","55605",톤, 백만원
"2012","청과","채소","인천구월","덕풍청과","30722","42391",톤, 백만원
"2012","청과","채소","인천구월","인천구월(공)","37220","48672",톤, 백만원
"2012","청과","채소","인천삼산","부평농산","58529","66149",톤, 백만원
"2012","청과","채소","인천삼산","경인농산","61324","77755",톤, 백만원
"2012","청과","채소","인천삼산","인천삼산(공)","52261","72448",톤, 백만원
"2012","청과","채소","충 주","중원청과","9335","12071",톤, 백만원
"2012","청과","채소","충 주","충주원협충주(공)","10585","19118",톤, 백만원
"2012","청과","채소","천 안","천안청과","28483","37008",톤, 백만원
"2012","청과","채소","천 안","천안농협(공)","14432","16574",톤, 백만원
"2012","청과(친환경)","과일","인천삼산","부평농산","1049","3396",톤, 백만원
"2012","청과(친환경)","과일","인천삼산","경인농산","595","1646",톤, 백만원
"2012","청과(친환경)","과일","인천삼산","인천삼산(공)","643","2009",톤, 백만원
"2012","청과(친환경)","과일","광주각화","광주청과","1368","4031",톤, 백만원
"2012","청과(친환경)","과일","광주각화","광주중앙청과","0","0",톤, 백만원
"2012","청과(친환경)","과일","광주각화","광주원협(공)","62","172",톤, 백만원
"2012","청과(친환경)","과일","광주서부","두레청과","1804","5464",톤, 백만원
"2012","청과(친환경)","과일","광주서부","호남청과1)","1600","5528",톤, 백만원
"2012","청과(친환경)","과일","광주서부","농협광주(공)","416","1362",톤, 백만원
"2012","청과(친환경)","과일","대전오정","대전청과","401","1305",톤, 백만원
"2012","청과(친환경)","과일","대전오정","농협대전(공)","1922","5129",톤, 백만원
"2012","청과(친환경)","과일","대전노은","대전중앙청과2)","1199","3702",톤, 백만원
"2012","청과(친환경)","과일","대전노은","대전원협(공)","537","1586",톤, 백만원
"2012","청과(친환경)","과일","울 산","울산중앙청과","1868","2924",톤, 백만원
"2012","청과(친환경)","과일","울 산","울산배원협(공)","569","561",톤, 백만원
"2012","청과(친환경)","과일","수 원","수원청과","1173","3666",톤, 백만원
"2012","청과(친환경)","과일","수 원","경기청과","547","1701",톤, 백만원
"2012","청과(친환경)","과일","수 원","수 원 원 협(공)","580","1720",톤, 백만원
"2012","청과(친환경)","과일","안 양","태원","1","1",톤, 백만원
"2012","청과(친환경)","과일","안 양","안 양 원 협(공)","1060","3728",톤, 백만원
"2012","청과(친환경)","과일","안 산","안산농산물","1046","3068",톤, 백만원
"2012","청과(친환경)","과일","안 산","농협안산(공)","2","6",톤, 백만원
"2012","청과(친환경)","과일","구 리","구리청과","2518","7615",톤, 백만원
"2012","청과(친환경)","과일","구 리","인터넷청과","914","2825",톤, 백만원
"2012","청과(친환경)","과일","구 리","농 협 구 리(공)","1749","5222",톤, 백만원
"2012","청과(친환경)","과일","구 리","상장예외","0","0",톤, 백만원
"2012","청과(친환경)","과일","춘 천","춘천중앙청과","79","249",톤, 백만원
"2012","청과(친환경)","과일","춘 천","춘 천 원 협(공)","54","150",톤, 백만원
"2012","청과(친환경)","과일","원 주","합동청과","588","1629",톤, 백만원
"2012","청과(친환경)","과일","원 주","원 주 원 협(공)","414","1288",톤, 백만원
"2012","청과(친환경)","과일","강 릉","강릉농산물","141","439",톤, 백만원
"2012","청과(친환경)","과일","청 주","청주청과","0","0",톤, 백만원
"2012","청과(친환경)","과일","청 주","충북사과청주(공)","661","2150",톤, 백만원
"2012","청과(친환경)","과일","충 주","중원청과(충주)","98","301",톤, 백만원
"2012","청과(친환경)","과일","충 주","충주원협충주(공)","474","1289",톤, 백만원
"2012","청과(친환경)","과일","천 안","천안청과","361","1111",톤, 백만원
"2012","청과(친환경)","과일","천 안","천안농협(공)","0","0",톤, 백만원
"2012","청과(친환경)","과일","전 주","전주청과","2","7",톤, 백만원
"2012","청과(친환경)","과일","전 주","전주원협(공)","97","259",톤, 백만원
"2012","청과(친환경)","과일","익 산","이리청과","2","0",톤, 백만원
"2012","청과(친환경)","과일","익 산","익산원협(공)","127","234",톤, 백만원
"2012","청과(친환경)","과일","정 읍","정일청과","459","1379",톤, 백만원
"2012","청과(친환경)","과일","정 읍","정읍원협(공)","0","0",톤, 백만원
"2012","청과(친환경)","과일","순 천","남도청과","564","1651",톤, 백만원
"2012","청과(친환경)","과일","순 천","남일청과","235","669",톤, 백만원
"2012","청과(친환경)","과일","순 천","순천원협(공)","40","99",톤, 백만원
"2012","청과(친환경)","과일","포 항","포항청과","755","2265",톤, 백만원
"2012","청과(친환경)","과일","포 항","경북능금원협(공)","231","570",톤, 백만원
"2012","청과(친환경)","과일","포 항","포항농협(공)","688","2292",톤, 백만원
"2012","청과(친환경)","과일","안 동","안동청과","5423","12655",톤, 백만원
"2012","청과(친환경)","과일","안 동","안동농협(공)","526","1407",톤, 백만원
"2012","청과(친환경)","과일","구 미","구미중앙청과","0","0",톤, 백만원
"2012","청과(친환경)","과일","구 미","구미농협(공)","451","1580",톤, 백만원
"2012","청과(친환경)","과일","창원팔용","창원청과(구,경남청과)","333","268",톤, 백만원
"2012","청과(친환경)","과일","창원팔용","농협창원(공)","336","979",톤, 백만원
"2012","청과(친환경)","과일","창원내서","마산청과","520","1716",톤, 백만원
"2012","청과(친환경)","과일","창원내서","창원원협(공)","293","781",톤, 백만원
"2012","청과(친환경)","과일","진 주","진주중앙청과","348","803",톤, 백만원
"2012","청과(친환경)","과일","진 주","진주농협(공)","1602","3132",톤, 백만원
"2012","수산","수산","서울가락","강동수산","49635","166817",톤, 백만원
"2012","수산","수산","서울가락","서울건해","19211","139184",톤, 백만원
"2012","수산","수산","서울가락","수협가락(공)","28356","86136",톤, 백만원
"2012","수산","수산","서울가락","상장예외","9713","57357",톤, 백만원
"2012","수산","수산","부산국제","부산감천항수산","7467","25208",톤, 백만원
